test,layout,backend,size,success,cycles,expected,utilization,M,K,N,ops
1440,default,fifo-1-slow,56x24x16,TRUE,82,42,0.512195122,56,24,16,21504
1460,default,fifo-1-slow,56x24x24,TRUE,114,63,0.552631579,56,24,24,32256
1480,default,fifo-1-slow,56x24x32,TRUE,218,84,0.385321101,56,24,32,43008
1500,default,fifo-1-slow,56x24x40,TRUE,206,105,0.509708738,56,24,40,53760
1520,default,fifo-1-slow,56x24x48,TRUE,234,126,0.538461538,56,24,48,64512
1540,default,fifo-1-slow,56x24x56,TRUE,284,147,0.517605634,56,24,56,75264
1560,default,fifo-1-slow,56x24x64,TRUE,656,168,0.256097561,56,24,64,86016
1580,default,fifo-1-slow,56x24x72,TRUE,357,189,0.529411765,56,24,72,96768
1600,default,fifo-1-slow,56x32x16,TRUE,93,56,0.602150538,56,32,16,28672
1620,default,fifo-1-slow,56x32x24,TRUE,169,84,0.49704142,56,32,24,43008
1640,default,fifo-1-slow,56x32x32,TRUE,233,112,0.480686695,56,32,32,57344
1660,default,fifo-1-slow,56x32x40,TRUE,281,140,0.498220641,56,32,40,71680
1680,default,fifo-1-slow,56x32x48,TRUE,261,168,0.643678161,56,32,48,86016
1700,default,fifo-1-slow,56x32x56,TRUE,393,196,0.498727735,56,32,56,100352
1720,default,fifo-1-slow,56x32x64,TRUE,681,224,0.328928047,56,32,64,114688
1740,default,fifo-1-slow,56x32x72,TRUE,505,252,0.499009901,56,32,72,129024
1760,default,fifo-1-slow,56x40x16,TRUE,142,70,0.492957746,56,40,16,35840
1780,default,fifo-1-slow,56x40x24,TRUE,203,105,0.517241379,56,40,24,53760
1800,default,fifo-1-slow,56x40x32,TRUE,315,140,0.444444444,56,40,32,71680
1820,default,fifo-1-slow,56x40x40,TRUE,332,175,0.527108434,56,40,40,89600
1840,default,fifo-1-slow,56x40x48,TRUE,358,210,0.586592179,56,40,48,107520
1860,default,fifo-1-slow,56x40x56,TRUE,468,245,0.523504274,56,40,56,125440
1880,default,fifo-1-slow,56x40x64,TRUE,856,280,0.327102804,56,40,64,143360
1900,default,fifo-1-slow,56x40x72,TRUE,601,315,0.524126456,56,40,72,161280
1920,default,fifo-1-slow,56x48x16,TRUE,147,84,0.571428571,56,48,16,43008
1940,default,fifo-1-slow,56x48x24,TRUE,193,126,0.652849741,56,48,24,64512
1960,default,fifo-1-slow,56x48x32,TRUE,353,168,0.47592068,56,48,32,86016
1980,default,fifo-1-slow,56x48x40,TRUE,319,210,0.65830721,56,48,40,107520
2000,default,fifo-1-slow,56x48x48,TRUE,427,252,0.590163934,56,48,48,129024
2020,default,fifo-1-slow,56x48x56,TRUE,445,294,0.660674157,56,48,56,150528
2040,default,fifo-1-slow,56x48x64,TRUE,902,336,0.372505543,56,48,64,172032
2060,default,fifo-1-slow,56x48x72,TRUE,571,378,0.661996497,56,48,72,193536
2080,default,fifo-1-slow,56x56x16,TRUE,187,98,0.524064171,56,56,16,50176
2100,default,fifo-1-slow,56x56x24,TRUE,275,147,0.534545455,56,56,24,75264
2120,default,fifo-1-slow,56x56x32,TRUE,416,196,0.471153846,56,56,32,100352
2140,default,fifo-1-slow,56x56x40,TRUE,456,245,0.537280702,56,56,40,125440
2160,default,fifo-1-slow,56x56x48,TRUE,574,294,0.512195122,56,56,48,150528
2180,default,fifo-1-slow,56x56x56,TRUE,644,343,0.532608696,56,56,56,175616
2200,default,fifo-1-slow,56x56x64,TRUE,1075,392,0.364651163,56,56,64,200704
2220,default,fifo-1-slow,56x56x72,TRUE,822,441,0.53649635,56,56,72,225792
2240,default,fifo-1-slow,56x64x16,TRUE,348,112,0.32183908,56,64,16,57344
2260,default,fifo-1-slow,56x64x24,TRUE,508,168,0.330708661,56,64,24,86016
2280,default,fifo-1-slow,56x64x32,TRUE,747,224,0.299866131,56,64,32,114688
2300,default,fifo-1-slow,56x64x40,TRUE,844,280,0.331753555,56,64,40,143360
2320,default,fifo-1-slow,56x64x48,TRUE,1034,336,0.324951644,56,64,48,172032
2340,default,fifo-1-slow,56x64x56,TRUE,1180,392,0.33220339,56,64,56,200704
2360,default,fifo-1-slow,56x64x64,TRUE,1605,448,0.279127726,56,64,64,229376
2380,default,fifo-1-slow,56x64x72,TRUE,1516,504,0.332453826,56,64,72,258048
2400,default,fifo-1-slow,56x72x16,TRUE,234,126,0.538461538,56,72,16,64512
2420,default,fifo-1-slow,56x72x24,TRUE,349,189,0.541547278,56,72,24,96768
2440,default,fifo-1-slow,56x72x32,TRUE,517,252,0.487427466,56,72,32,129024
2460,default,fifo-1-slow,56x72x40,TRUE,586,315,0.537542662,56,72,40,161280
2480,default,fifo-1-slow,56x72x48,TRUE,688,378,0.549418605,56,72,48,193536
2500,default,fifo-1-slow,56x72x56,TRUE,812,441,0.543103448,56,72,56,225792
2520,default,fifo-1-slow,56x72x64,TRUE,1298,504,0.388289676,56,72,64,258048
2540,default,fifo-1-slow,56x72x72,TRUE,1045,567,0.542583732,56,72,72,290304
2560,default,fifo-1-slow,64x16x16,TRUE,64,32,0.5,64,16,16,16384
2580,default,fifo-1-slow,64x16x24,TRUE,90,48,0.533333333,64,16,24,24576
2600,default,fifo-1-slow,64x16x32,TRUE,198,64,0.323232323,64,16,32,32768
2620,default,fifo-1-slow,64x16x40,TRUE,144,80,0.555555556,64,16,40,40960
2640,default,fifo-1-slow,64x16x48,TRUE,199,96,0.48241206,64,16,48,49152
2660,default,fifo-1-slow,64x16x56,TRUE,202,112,0.554455446,64,16,56,57344
2680,default,fifo-1-slow,64x16x64,TRUE,613,128,0.208809135,64,16,64,65536
2700,default,fifo-1-slow,64x16x72,TRUE,258,144,0.558139535,64,16,72,73728
2720,default,fifo-1-slow,64x24x16,TRUE,89,48,0.539325843,64,24,16,24576
2740,default,fifo-1-slow,64x24x24,TRUE,129,72,0.558139535,64,24,24,36864
2760,default,fifo-1-slow,64x24x32,TRUE,249,96,0.385542169,64,24,32,49152
2780,default,fifo-1-slow,64x24x40,TRUE,232,120,0.517241379,64,24,40,61440
2800,default,fifo-1-slow,64x24x48,TRUE,271,144,0.531365314,64,24,48,73728
2820,default,fifo-1-slow,64x24x56,TRUE,319,168,0.526645768,64,24,56,86016
2840,default,fifo-1-slow,64x24x64,TRUE,750,192,0.256,64,24,64,98304
2860,default,fifo-1-slow,64x24x72,TRUE,412,216,0.524271845,64,24,72,110592
2880,default,fifo-1-slow,64x32x16,TRUE,105,64,0.60952381,64,32,16,32768
2900,default,fifo-1-slow,64x32x24,TRUE,193,96,0.497409326,64,32,24,49152
2920,default,fifo-1-slow,64x32x32,TRUE,265,128,0.483018868,64,32,32,65536
2940,default,fifo-1-slow,64x32x40,TRUE,321,160,0.498442368,64,32,40,81920
2960,default,fifo-1-slow,64x32x48,TRUE,297,192,0.646464646,64,32,48,98304
2980,default,fifo-1-slow,64x32x56,TRUE,449,224,0.498886414,64,32,56,114688
3000,default,fifo-1-slow,64x32x64,TRUE,777,256,0.329472329,64,32,64,131072
3020,default,fifo-1-slow,64x32x72,TRUE,577,288,0.499133449,64,32,72,147456
3040,default,fifo-1-slow,64x40x16,TRUE,153,80,0.522875817,64,40,16,40960
3060,default,fifo-1-slow,64x40x24,TRUE,228,120,0.526315789,64,40,24,61440
3080,default,fifo-1-slow,64x40x32,TRUE,361,160,0.443213296,64,40,32,81920
3100,default,fifo-1-slow,64x40x40,TRUE,377,200,0.530503979,64,40,40,102400
3120,default,fifo-1-slow,64x40x48,TRUE,407,240,0.58968059,64,40,48,122880
3140,default,fifo-1-slow,64x40x56,TRUE,530,280,0.528301887,64,40,56,143360
3160,default,fifo-1-slow,64x40x64,TRUE,978,320,0.327198364,64,40,64,163840
3180,default,fifo-1-slow,64x40x72,TRUE,690,360,0.52173913,64,40,72,184320
3200,default,fifo-1-slow,64x48x16,TRUE,165,96,0.581818182,64,48,16,49152
3220,default,fifo-1-slow,64x48x24,TRUE,221,144,0.65158371,64,48,24,73728
3240,default,fifo-1-slow,64x48x32,TRUE,405,192,0.474074074,64,48,32,98304
3260,default,fifo-1-slow,64x48x40,TRUE,365,240,0.657534247,64,48,40,122880
3280,default,fifo-1-slow,64x48x48,TRUE,485,288,0.593814433,64,48,48,147456
3300,default,fifo-1-slow,64x48x56,TRUE,509,336,0.660117878,64,48,56,172032
3320,default,fifo-1-slow,64x48x64,TRUE,1033,384,0.371732817,64,48,64,196608
3340,default,fifo-1-slow,64x48x72,TRUE,653,432,0.661562021,64,48,72,221184
3360,default,fifo-1-slow,64x56x16,TRUE,213,112,0.525821596,64,56,16,57344
3380,default,fifo-1-slow,64x56x24,TRUE,318,168,0.528301887,64,56,24,86016
3400,default,fifo-1-slow,64x56x32,TRUE,473,224,0.473572939,64,56,32,114688
3420,default,fifo-1-slow,64x56x40,TRUE,527,280,0.531309298,64,56,40,143360
3440,default,fifo-1-slow,64x56x48,TRUE,655,336,0.512977099,64,56,48,172032
3460,default,fifo-1-slow,64x56x56,TRUE,737,392,0.531886024,64,56,56,200704
3480,default,fifo-1-slow,64x56x64,TRUE,1234,448,0.363047002,64,56,64,229376
3500,default,fifo-1-slow,64x56x72,TRUE,947,504,0.532206969,64,56,72,258048
3520,default,fifo-1-slow,64x64x16,TRUE,397,128,0.322418136,64,64,16,65536
3540,default,fifo-1-slow,64x64x24,TRUE,580,192,0.331034483,64,64,24,98304
3560,default,fifo-1-slow,64x64x32,TRUE,853,256,0.300117233,64,64,32,131072
3580,default,fifo-1-slow,64x64x40,TRUE,964,320,0.331950207,64,64,40,163840
3600,default,fifo-1-slow,64x64x48,TRUE,1181,384,0.32514818,64,64,48,196608
3620,default,fifo-1-slow,64x64x56,TRUE,1348,448,0.332344214,64,64,56,229376
3640,default,fifo-1-slow,64x64x64,TRUE,1833,512,0.279323513,64,64,64,262144
3660,default,fifo-1-slow,64x64x72,TRUE,1732,576,0.33256351,64,64,72,294912
3680,default,fifo-1-slow,64x72x16,TRUE,268,144,0.537313433,64,72,16,73728
3700,default,fifo-1-slow,64x72x24,TRUE,394,216,0.54822335,64,72,24,110592
3720,default,fifo-1-slow,64x72x32,TRUE,596,288,0.483221477,64,72,32,147456
3740,default,fifo-1-slow,64x72x40,TRUE,667,360,0.539730135,64,72,40,184320
3760,default,fifo-1-slow,64x72x48,TRUE,783,432,0.551724138,64,72,48,221184
3780,default,fifo-1-slow,64x72x56,TRUE,928,504,0.543103448,64,72,56,258048
3800,default,fifo-1-slow,64x72x64,TRUE,1489,576,0.386836803,64,72,64,294912
3820,default,fifo-1-slow,64x72x72,TRUE,1194,648,0.542713568,64,72,72,331776
3840,default,fifo-1-slow,72x16x16,TRUE,74,36,0.486486486,72,16,16,18432
3860,default,fifo-1-slow,72x16x24,TRUE,101,54,0.534653465,72,16,24,27648
3880,default,fifo-1-slow,72x16x32,TRUE,220,72,0.327272727,72,16,32,36864
3900,default,fifo-1-slow,72x16x40,TRUE,159,90,0.566037736,72,16,40,46080
3920,default,fifo-1-slow,72x16x48,TRUE,223,108,0.484304933,72,16,48,55296
3940,default,fifo-1-slow,72x16x56,TRUE,226,126,0.557522124,72,16,56,64512
3960,default,fifo-1-slow,72x16x64,TRUE,685,144,0.210218978,72,16,64,73728
3980,default,fifo-1-slow,72x16x72,TRUE,289,162,0.560553633,72,16,72,82944
4000,default,fifo-1-slow,72x24x16,TRUE,100,54,0.54,72,24,16,27648
4020,default,fifo-1-slow,72x24x24,TRUE,148,81,0.547297297,72,24,24,41472
4040,default,fifo-1-slow,72x24x32,TRUE,275,108,0.392727273,72,24,32,55296
4060,default,fifo-1-slow,72x24x40,TRUE,263,135,0.513307985,72,24,40,69120
4080,default,fifo-1-slow,72x24x48,TRUE,304,162,0.532894737,72,24,48,82944
4100,default,fifo-1-slow,72x24x56,TRUE,364,189,0.519230769,72,24,56,96768
4120,default,fifo-1-slow,72x24x64,TRUE,838,216,0.257756563,72,24,64,110592
4140,default,fifo-1-slow,72x24x72,TRUE,462,243,0.525974026,72,24,72,124416
4160,default,fifo-1-slow,72x32x16,TRUE,117,72,0.615384615,72,32,16,36864
4180,default,fifo-1-slow,72x32x24,TRUE,217,108,0.497695853,72,32,24,55296
4200,default,fifo-1-slow,72x32x32,TRUE,297,144,0.484848485,72,32,32,73728
4220,default,fifo-1-slow,72x32x40,TRUE,361,180,0.498614958,72,32,40,92160
4240,default,fifo-1-slow,72x32x48,TRUE,333,216,0.648648649,72,32,48,110592
4260,default,fifo-1-slow,72x32x56,TRUE,505,252,0.499009901,72,32,56,129024
4280,default,fifo-1-slow,72x32x64,TRUE,873,288,0.329896907,72,32,64,147456
4300,default,fifo-1-slow,72x32x72,TRUE,649,324,0.499229584,72,32,72,165888
4320,default,fifo-1-slow,72x40x16,TRUE,172,90,0.523255814,72,40,16,46080
4340,default,fifo-1-slow,72x40x24,TRUE,261,135,0.517241379,72,40,24,69120
4360,default,fifo-1-slow,72x40x32,TRUE,402,180,0.447761194,72,40,32,92160
4380,default,fifo-1-slow,72x40x40,TRUE,424,225,0.530660377,72,40,40,115200
4400,default,fifo-1-slow,72x40x48,TRUE,454,270,0.594713656,72,40,48,138240
4420,default,fifo-1-slow,72x40x56,TRUE,600,315,0.525,72,40,56,161280
4440,default,fifo-1-slow,72x40x64,TRUE,1103,360,0.326382593,72,40,64,184320
4460,default,fifo-1-slow,72x40x72,TRUE,776,405,0.521907216,72,40,72,207360
4480,default,fifo-1-slow,72x48x16,TRUE,187,108,0.577540107,72,48,16,55296
4500,default,fifo-1-slow,72x48x24,TRUE,247,162,0.655870445,72,48,24,82944
4520,default,fifo-1-slow,72x48x32,TRUE,453,216,0.476821192,72,48,32,110592
4540,default,fifo-1-slow,72x48x40,TRUE,409,270,0.660146699,72,48,40,138240
4560,default,fifo-1-slow,72x48x48,TRUE,547,324,0.592321755,72,48,48,165888
4580,default,fifo-1-slow,72x48x56,TRUE,571,378,0.661996497,72,48,56,193536
4600,default,fifo-1-slow,72x48x64,TRUE,1159,432,0.372735116,72,48,64,221184
4620,default,fifo-1-slow,72x48x72,TRUE,733,486,0.663028649,72,48,72,248832
4640,default,fifo-1-slow,72x56x16,TRUE,235,126,0.536170213,72,56,16,64512
4660,default,fifo-1-slow,72x56x24,TRUE,353,189,0.535410765,72,56,24,96768
4680,default,fifo-1-slow,72x56x32,TRUE,532,252,0.473684211,72,56,32,129024
4700,default,fifo-1-slow,72x56x40,TRUE,586,315,0.537542662,72,56,40,161280
4720,default,fifo-1-slow,72x56x48,TRUE,728,378,0.519230769,72,56,48,193536
4740,default,fifo-1-slow,72x56x56,TRUE,827,441,0.533252721,72,56,56,225792
4760,default,fifo-1-slow,72x56x64,TRUE,1380,504,0.365217391,72,56,64,258048
4780,default,fifo-1-slow,72x56x72,TRUE,1060,567,0.53490566,72,56,72,290304
4800,default,fifo-1-slow,72x64x16,TRUE,446,144,0.322869955,72,64,16,73728
4820,default,fifo-1-slow,72x64x24,TRUE,652,216,0.331288344,72,64,24,110592
4840,default,fifo-1-slow,72x64x32,TRUE,959,288,0.300312826,72,64,32,147456
4860,default,fifo-1-slow,72x64x40,TRUE,1084,360,0.332103321,72,64,40,184320
4880,default,fifo-1-slow,72x64x48,TRUE,1328,432,0.325301205,72,64,48,221184
4900,default,fifo-1-slow,72x64x56,TRUE,1516,504,0.332453826,72,64,56,258048
4920,default,fifo-1-slow,72x64x64,TRUE,2061,576,0.279475983,72,64,64,294912
4940,default,fifo-1-slow,72x64x72,TRUE,1948,648,0.332648871,72,64,72,331776
4960,default,fifo-1-slow,72x72x16,TRUE,295,162,0.549152542,72,72,16,82944
4980,default,fifo-1-slow,72x72x24,TRUE,444,243,0.547297297,72,72,24,124416
5000,default,fifo-1-slow,72x72x32,TRUE,667,324,0.485757121,72,72,32,165888
5020,default,fifo-1-slow,72x72x40,TRUE,750,405,0.54,72,72,40,207360
5040,default,fifo-1-slow,72x72x48,TRUE,890,486,0.546067416,72,72,48,248832
5060,default,fifo-1-slow,72x72x56,TRUE,1042,567,0.544145873,72,72,56,290304
5080,default,fifo-1-slow,72x72x64,TRUE,1650,648,0.392727273,72,72,64,331776
5100,default,fifo-1-slow,72x72x72,TRUE,1346,729,0.541604755,72,72,72,373248
2,default,fifo-2,48x16x16,TRUE,41,24,0.585365854,48,16,16,12288
22,default,fifo-2,48x16x24,TRUE,60,36,0.6,48,16,24,18432
42,default,fifo-2,48x16x32,TRUE,136,48,0.352941176,48,16,32,24576
62,default,fifo-2,48x16x40,TRUE,98,60,0.612244898,48,16,40,30720
82,default,fifo-2,48x16x48,TRUE,134,72,0.537313433,48,16,48,36864
102,default,fifo-2,48x16x56,TRUE,132,84,0.636363636,48,16,56,43008
122,default,fifo-2,48x16x64,TRUE,431,96,0.222737819,48,16,64,49152
142,default,fifo-2,48x16x72,TRUE,157,108,0.687898089,48,16,72,55296
162,default,fifo-2,48x24x16,TRUE,59,36,0.610169492,48,24,16,18432
182,default,fifo-2,48x24x24,TRUE,85,54,0.635294118,48,24,24,27648
202,default,fifo-2,48x24x32,TRUE,166,72,0.43373494,48,24,32,36864
222,default,fifo-2,48x24x40,TRUE,125,90,0.72,48,24,40,46080
242,default,fifo-2,48x24x48,TRUE,178,108,0.606741573,48,24,48,55296
262,default,fifo-2,48x24x56,TRUE,186,126,0.677419355,48,24,56,64512
282,default,fifo-2,48x24x64,TRUE,503,144,0.286282306,48,24,64,73728
302,default,fifo-2,48x24x72,TRUE,251,162,0.645418327,48,24,72,82944
322,default,fifo-2,48x32x16,TRUE,66,48,0.727272727,48,32,16,24576
342,default,fifo-2,48x32x24,TRUE,78,72,0.923076923,48,32,24,36864
362,default,fifo-2,48x32x32,TRUE,174,96,0.551724138,48,32,32,49152
382,default,fifo-2,48x32x40,TRUE,126,120,0.952380952,48,32,40,61440
402,default,fifo-2,48x32x48,TRUE,186,144,0.774193548,48,32,48,73728
422,default,fifo-2,48x32x56,TRUE,174,168,0.965517241,48,32,56,86016
442,default,fifo-2,48x32x64,TRUE,534,192,0.359550562,48,32,64,98304
462,default,fifo-2,48x32x72,TRUE,222,216,0.972972973,48,32,72,110592
482,default,fifo-2,48x40x16,TRUE,92,60,0.652173913,48,40,16,30720
502,default,fifo-2,48x40x24,TRUE,120,90,0.75,48,40,24,46080
522,default,fifo-2,48x40x32,TRUE,224,120,0.535714286,48,40,32,61440
542,default,fifo-2,48x40x40,TRUE,200,150,0.75,48,40,40,76800
562,default,fifo-2,48x40x48,TRUE,284,180,0.633802817,48,40,48,92160
582,default,fifo-2,48x40x56,TRUE,290,210,0.724137931,48,40,56,107520
602,default,fifo-2,48x40x64,TRUE,655,240,0.366412214,48,40,64,122880
622,default,fifo-2,48x40x72,TRUE,371,270,0.727762803,48,40,72,138240
642,default,fifo-2,48x48x16,TRUE,121,72,0.595041322,48,48,16,36864
662,default,fifo-2,48x48x24,TRUE,163,108,0.662576687,48,48,24,55296
682,default,fifo-2,48x48x32,TRUE,261,144,0.551724138,48,48,32,73728
702,default,fifo-2,48x48x40,TRUE,271,180,0.664206642,48,48,40,92160
722,default,fifo-2,48x48x48,TRUE,361,216,0.59833795,48,48,48,110592
742,default,fifo-2,48x48x56,TRUE,379,252,0.664907652,48,48,56,129024
762,default,fifo-2,48x48x64,TRUE,716,288,0.402234637,48,48,64,147456
782,default,fifo-2,48x48x72,TRUE,487,324,0.665297741,48,48,72,165888
802,default,fifo-2,48x56x16,TRUE,119,84,0.705882353,48,56,16,43008
822,default,fifo-2,48x56x24,TRUE,184,126,0.684782609,48,56,24,64512
842,default,fifo-2,48x56x32,TRUE,270,168,0.622222222,48,56,32,86016
862,default,fifo-2,48x56x40,TRUE,294,210,0.714285714,48,56,40,107520
882,default,fifo-2,48x56x48,TRUE,367,252,0.686648501,48,56,48,129024
902,default,fifo-2,48x56x56,TRUE,392,294,0.75,48,56,56,150528
922,default,fifo-2,48x56x64,TRUE,712,336,0.471910112,48,56,64,172032
942,default,fifo-2,48x56x72,TRUE,548,378,0.689781022,48,56,72,193536
962,default,fifo-2,48x64x16,TRUE,205,96,0.468292683,48,64,16,49152
982,default,fifo-2,48x64x24,TRUE,297,144,0.484848485,48,64,24,73728
1002,default,fifo-2,48x64x32,TRUE,431,192,0.445475638,48,64,32,98304
1022,default,fifo-2,48x64x40,TRUE,489,240,0.490797546,48,64,40,122880
1042,default,fifo-2,48x64x48,TRUE,607,288,0.47446458,48,64,48,147456
1062,default,fifo-2,48x64x56,TRUE,689,336,0.48766328,48,64,56,172032
1082,default,fifo-2,48x64x64,TRUE,1035,384,0.371014493,48,64,64,196608
1102,default,fifo-2,48x64x72,TRUE,879,432,0.491467577,48,64,72,221184
1122,default,fifo-2,48x72x16,TRUE,150,108,0.72,48,72,16,55296
1142,default,fifo-2,48x72x24,TRUE,221,162,0.733031674,48,72,24,82944
1162,default,fifo-2,48x72x32,TRUE,327,216,0.660550459,48,72,32,110592
1182,default,fifo-2,48x72x40,TRUE,357,270,0.756302521,48,72,40,138240
1202,default,fifo-2,48x72x48,TRUE,440,324,0.736363636,48,72,48,165888
1222,default,fifo-2,48x72x56,TRUE,515,378,0.733980583,48,72,56,193536
1242,default,fifo-2,48x72x64,TRUE,909,432,0.475247525,48,72,64,221184
1262,default,fifo-2,48x72x72,TRUE,651,486,0.746543779,48,72,72,248832
1282,default,fifo-2,56x16x16,TRUE,51,28,0.549019608,56,16,16,14336
1302,default,fifo-2,56x16x24,TRUE,65,42,0.646153846,56,16,24,21504
1322,default,fifo-2,56x16x32,TRUE,156,56,0.358974359,56,16,32,28672
1342,default,fifo-2,56x16x40,TRUE,114,70,0.614035088,56,16,40,35840
1362,default,fifo-2,56x16x48,TRUE,154,84,0.545454545,56,16,48,43008
1382,default,fifo-2,56x16x56,TRUE,154,98,0.636363636,56,16,56,50176
1402,default,fifo-2,56x16x64,TRUE,501,112,0.223552894,56,16,64,57344
1422,default,fifo-2,56x16x72,TRUE,216,126,0.583333333,56,16,72,64512
1442,default,fifo-2,56x24x16,TRUE,79,42,0.53164557,56,24,16,21504
1462,default,fifo-2,56x24x24,TRUE,106,63,0.594339623,56,24,24,32256
1482,default,fifo-2,56x24x32,TRUE,188,84,0.446808511,56,24,32,43008
1502,default,fifo-2,56x24x40,TRUE,142,105,0.73943662,56,24,40,53760
1522,default,fifo-2,56x24x48,TRUE,212,126,0.594339623,56,24,48,64512
1542,default,fifo-2,56x24x56,TRUE,217,147,0.677419355,56,24,56,75264
1562,default,fifo-2,56x24x64,TRUE,598,168,0.280936455,56,24,64,86016
1582,default,fifo-2,56x24x72,TRUE,295,189,0.640677966,56,24,72,96768
1602,default,fifo-2,56x32x16,TRUE,76,56,0.736842105,56,32,16,28672
1622,default,fifo-2,56x32x24,TRUE,90,84,0.933333333,56,32,24,43008
1642,default,fifo-2,56x32x32,TRUE,202,112,0.554455446,56,32,32,57344
1662,default,fifo-2,56x32x40,TRUE,146,140,0.95890411,56,32,40,71680
1682,default,fifo-2,56x32x48,TRUE,216,168,0.777777778,56,32,48,86016
1702,default,fifo-2,56x32x56,TRUE,202,196,0.97029703,56,32,56,100352
1722,default,fifo-2,56x32x64,TRUE,622,224,0.360128617,56,32,64,114688
1742,default,fifo-2,56x32x72,TRUE,258,252,0.976744186,56,32,72,129024
1762,default,fifo-2,56x40x16,TRUE,112,70,0.625,56,40,16,35840
1782,default,fifo-2,56x40x24,TRUE,154,105,0.681818182,56,40,24,53760
1802,default,fifo-2,56x40x32,TRUE,266,140,0.526315789,56,40,32,71680
1822,default,fifo-2,56x40x40,TRUE,240,175,0.729166667,56,40,40,89600
1842,default,fifo-2,56x40x48,TRUE,334,210,0.628742515,56,40,48,107520
1862,default,fifo-2,56x40x56,TRUE,349,245,0.702005731,56,40,56,125440
1882,default,fifo-2,56x40x64,TRUE,757,280,0.36988111,56,40,64,143360
1902,default,fifo-2,56x40x72,TRUE,441,315,0.714285714,56,40,72,161280
1922,default,fifo-2,56x48x16,TRUE,144,84,0.583333333,56,48,16,43008
1942,default,fifo-2,56x48x24,TRUE,190,126,0.663157895,56,48,24,64512
1962,default,fifo-2,56x48x32,TRUE,301,168,0.558139535,56,48,32,86016
1982,default,fifo-2,56x48x40,TRUE,330,210,0.636363636,56,48,40,107520
2002,default,fifo-2,56x48x48,TRUE,424,252,0.594339623,56,48,48,129024
2022,default,fifo-2,56x48x56,TRUE,455,294,0.646153846,56,48,56,150528
2042,default,fifo-2,56x48x64,TRUE,827,336,0.406287787,56,48,64,172032
2062,default,fifo-2,56x48x72,TRUE,536,378,0.705223881,56,48,72,193536
2082,default,fifo-2,56x56x16,TRUE,141,98,0.695035461,56,56,16,50176
2102,default,fifo-2,56x56x24,TRUE,213,147,0.690140845,56,56,24,75264
2122,default,fifo-2,56x56x32,TRUE,324,196,0.604938272,56,56,32,100352
2142,default,fifo-2,56x56x40,TRUE,338,245,0.724852071,56,56,40,125440
